# Date Range: 20220101-20221231,,,,,,,,,,
# Segments: ,,,,,,,,,,
"# Metrics: ""analytics.totalVisitors, analytics.newVisits, analytics.visits, analytics.bounceRate, analytics.avgPageviews, analytics.avgSessionTime, analytics.transactionsPerVisit, analytics.transactions, analytics.transactionRevenue""",,,,,,,,,,
"# Dimensions: ""analytics.medium, analytics.country""",,,,,,,,,,
# Metric Filters: ,,,,,,,,,,
# Dimension Filters: ,,,,,,,,,,
Medium,Country,Users,New Users,Sessions,Bounce Rate,Pages / Session,Avg. Session Duration,Ecommerce Conversion Rate,Transactions,Revenue
referral,Finland,94490,86375,141712,0.5198360054,1.949143333,198.0726544,0.05281839223,7485,2694419.471
organic,Germany,92944,45409,192942,0.2206518021,5.191860766,336.2008272,0.01022587099,1973,456070.2803
referral,Ireland,90774,80616,139681,0.5225048503,1.98482256,185.8704262,0.06472605437,9041,2733982.072
(none),Australia,90169,87330,130041,0.5631916088,2.787144055,177.9234165,0.005721272522,744,258156.5606
(none),Norway,90011,85785,140433,0.5312640191,3.237045424,210.0733731,0.007206283423,1012,226297.1933
referral,Malaysia,83899,76079,116683,0.5481604004,1.967878783,152.6148882,0.02082565584,2430,768217.138
(none),Romania,82451,77402,141694,0.4812765537,3.52458114,236.9757153,0.005653026945,801,146030.7114
(none),Israel,81421,77323,131509,0.4807275548,3.423552761,229.8048803,0.006721973401,884,248048.4805
referral,South Africa,81390,78965,99518,0.6375931992,1.65323861,125.0067325,0.02047870737,2038,607730.1094
(none),Slovakia,76395,70537,132847,0.3331878025,4.983477233,294.7503369,0.007324215074,973,219239.6058
(none),Greece,74488,67759,126221,0.5038385055,3.376672661,239.2668494,0.007051124615,890,147602.9768
referral,Morocco,73056,64917,108125,0.5308300578,1.927787283,161.5434543,0.01912601156,2068,638735.9945
cpc,Japan,70732,64991,99096,0.4814422378,2.284390894,192.904426,0.04584443368,4543,990675.169
(none),Philippines,69427,64513,203038,0.5205774289,2.617490322,561.0272461,0.002743328835,557,164017.0601
cpc,Poland,69351,58167,110613,0.3332790902,5.483369947,211.8264038,0.01230415955,1361,238958.2482
referral,Singapore,68249,61441,97999,0.5430055409,1.862631251,173.5995775,0.03897998959,3820,1330059.694
(none),Turkey,67200,62423,97666,0.5133106711,3.426340794,215.9557164,0.01751889091,1711,238247.5277
cpc,Turkey,66792,57922,92901,0.4073906632,4.63565516,167.1278565,0.007825534709,727,126294.2582
(none),Belgium,66761,62953,108104,0.4729334715,3.89815363,245.1809646,0.008242063198,891,199930.7463
cpc,Canada,65641,58659,94188,0.4694865588,3.138552682,178.2503185,0.03465409606,3264,923467.1488
referral,Vietnam,65447,60046,119572,0.6814555247,1.614257518,140.3282374,0.04316227879,5161,1276388.118
tram,United States,63318,47193,132243,0.7319177575,1.812163971,126.1845239,0.002744946802,363,98642.8895
(none),South Korea,62798,60914,84902,0.5882429154,2.425573014,167.160114,0.01008221243,856,216643.9158
referral,Indonesia,62185,55263,90243,0.5277196015,2.029597864,190.9068515,0.04574316013,4128,1969957.43
(none),Thailand,60553,56822,88496,0.5466800759,2.851032815,198.649261,0.01235084072,1093,223917.3015
cpc,Israel,60494,50540,101085,0.3641094129,4.332373745,183.7072068,0.01135677895,1148,319629.7907
referral,New Zealand,60342,56637,83150,0.5714251353,1.856392063,146.7722069,0.0227901383,1895,1172125.639
referral,Hungary,60149,53485,89314,0.5601025595,2.049096446,178.3657545,0.03090221018,2760,655375.891
email,United Kingdom,59917,41340,117276,0.5436150619,2.550385416,168.7623469,0.005354889321,628,136641.2899
cpc,Russia,55330,49437,73133,0.5228692929,3.290388744,157.5543599,0.01435740363,1050,163546.6372
cpc,Colombia,54666,46527,77811,0.4082456208,3.839855547,193.0318592,0.01404685713,1093,254483.2537
cpc,Australia,53018,48084,71738,0.5121692827,2.689327832,166.9023391,0.03100170063,2224,704009.3595
cpc,Portugal,52080,42659,89498,0.3312699725,4.999418981,220.5030057,0.01461485173,1308,236209.6848
organic,Italy,51993,23284,113923,0.2032074296,5.156447776,330.5949896,0.0131228988,1495,296818.0134
cpc,Greece,51362,42303,84129,0.3832210058,4.362645461,205.4365795,0.01822201619,1533,251247.1581
cpc,Saudi Arabia,51332,47076,69594,0.4566485617,3.796218065,180.7327787,0.01725723482,1201,298934.9496
cpc,Netherlands,50142,43152,75256,0.3815111087,4.566758797,190.4920937,0.01445731902,1088,233655.9893
(none),Colombia,50126,48293,86062,0.5012432897,3.245973833,351.5077386,0.006704468871,577,195827.454
cpc,Peru,49392,41231,69951,0.3654129319,3.688453346,174.1731355,0.01243727752,870,155023.4761
referral,Pakistan,48906,46521,65436,0.6692493429,1.598523748,100.6587505,0.00479858182,314,126313.6171
cpc,Thailand,48688,44276,65486,0.5271508414,2.284518828,180.9252665,0.0402223376,2634,407747.3068
(none),Saudi Arabia,48668,47596,68687,0.5720150829,2.734593154,191.98317,0.008589689461,590,172421.3069
referral,Egypt,48320,43563,70399,0.5001065356,2.13180585,159.66116,0.02019915056,1422,511157.3187
cpc,Argentina,47428,41934,64689,0.4420689762,3.257354419,154.2012707,0.01262965883,817,225266.247
organic,Mexico,46664,22456,93921,0.2079620106,4.497588399,326.8262369,0.01093472173,1027,386560.006
referral,China,46627,41643,80825,0.5242189916,2.535651098,252.0261553,0.01965975874,1589,740621.5115
referral,Hong Kong,46044,41597,66684,0.5263031612,1.943854598,184.36556,0.03068202267,2046,924368.6263
organic,Poland,46007,23019,101468,0.2121259905,5.626197422,339.16553,0.00884022549,897,189205.6857
(none),Hungary,45717,42312,75553,0.4217436766,3.853811232,275.2159941,0.006286977354,475,99599.79748
(none),Indonesia,44866,42267,64226,0.4808488774,3.486049264,228.0043752,0.01012051194,650,215009.559
email,Germany,42742,27638,91150,0.5604168952,2.559813494,178.8908722,0.005298957762,483,106895.1172
(none),Argentina,42512,40462,65181,0.5202129455,3.241021156,215.8977003,0.005216243997,340,126592.112
cpc,Romania,42230,33604,69382,0.3667377706,4.520264622,192.1922256,0.01738202992,1206,162119.1179
cpc,Sweden,42034,32061,68500,0.3748467153,4.857693431,215.4695182,0.01306569343,895,199175.8887
(none),United Arab Emirates,41897,39375,61144,0.5214248332,3.375997645,215.2315027,0.007817610886,478,213040.6104
cpc,Belgium,41662,35649,65914,0.3912067239,4.595048093,196.9082289,0.0165670419,1092,251510.5781
cpc,Switzerland,41202,36470,56878,0.3785646471,4.630823869,183.0555927,0.02123844017,1208,372822.5527
referral,Estonia,40233,35077,67269,0.4978221766,2.253950557,233.543445,0.04899730931,3296,937974.8662
organic,Portugal,39860,21401,87922,0.1880757945,5.496076067,365.8927231,0.01229498874,1081,241815.0389
referral,Ecuador,39740,36646,55262,0.5104230755,1.963899244,175.3945749,0.02383192791,1317,590081.6586
(none),Malaysia,39690,37522,55429,0.4931353624,3.32791499,205.9165599,0.003878835988,215,47457.40423
(none),Singapore,39644,37803,53212,0.62694505,2.410602872,158.2274111,0.005994888371,319,89820.75946
referral,Kazakhstan,39276,37549,56676,0.6135754111,1.978209471,200.3115075,0.04868021738,2759,560720.5602
(not set),Mexico,39263,33144,57957,0.1624135135,1.113394413,131.8006626,0.006625601739,384,85738.78086
organic,Israel,39089,21042,83239,0.173872824,5.120448348,337.7595478,0.009310539531,775,272565.7571
referral,Taiwan,36510,33692,50504,0.5249881198,1.903670996,160.3098566,0.02237446539,1130,477099.7844
cpc,Slovakia,36077,31474,58450,0.2927117194,6.002241232,210.5589393,0.006706586826,392,74007.94848
email,France,35955,23156,73656,0.5725399153,2.44035788,164.0469072,0.005525686977,407,102096.5934
(not set),Argentina,35914,31824,47908,0.4465642481,1.591905319,147.6376597,0.02254320781,1080,192903.3566
referral,Bangladesh,35846,33862,47756,0.6096406734,1.625533964,115.6332607,0.006721668481,321,108382.1568
(none),China,35780,33755,79453,0.5195524398,3.42455288,401.0076146,0.003070997948,244,113300.255
referral,Qatar,35750,33333,46443,0.5924681868,1.721852594,122.4303986,0.0182374093,847,378380.9939
organic,Russia,35692,26321,53709,0.3929695209,3.665009589,238.0113947,0.006144221639,330,92406.48409
(none),Iceland,35356,32571,66032,0.3957020838,4.227995517,287.9671523,0.01088866004,719,268355.7962
(none),Chile,34105,32584,51782,0.4886833263,3.486945271,241.929686,0.007512262949,389,156308.4144
cpc,United Arab Emirates,33379,29490,45903,0.4563971854,3.64553515,171.1826678,0.01274426508,585,176279.3187
organic,Canada,32852,19924,61697,0.2461059695,4.425677099,310.5868681,0.01011394395,624,278559.7969
organic,Brazil,32376,16952,58516,0.2032606467,4.757621847,312.2804019,0.009621300157,563,158428.498
referral,Lithuania,32112,22806,56833,0.4301022293,2.731159714,245.3049813,0.04134921612,2350,551847.0415
(none),Latvia,32101,29655,55482,0.3826105764,3.943314949,273.7705923,0.007461879528,414,103086.8683
cpc,Philippines,32057,26914,49843,0.4559316253,2.953534097,211.9371025,0.01261962562,629,194273.5252
(none),Vietnam,31801,29634,47477,0.563662405,2.607915412,189.6472187,0.01072098069,509,104975.8307
tram,United Kingdom,31794,19626,76301,0.6672389615,2.062305868,166.8976684,0.002214911993,169,28009.31519
(none),Peru,31582,30060,46924,0.5333091808,3.073970676,216.4802447,0.00824737874,387,119995.8829
organic,Turkey,31146,18646,50814,0.3023379384,5.089188019,273.7121659,0.006140040146,312,78460.57079
(none),Bulgaria,31145,28271,56650,0.3892321271,4.547360989,289.6032304,0.007237422771,410,79224.54798
cpc,Austria,30518,24045,48440,0.3705202312,4.418455822,205.4524979,0.01919900908,930,174834.19
cpc,Norway,30150,24954,45263,0.4673574443,3.897753132,176.4021828,0.01670238385,756,159846.3044
(none),Morocco,29880,27491,49185,0.4717291857,3.872745756,252.0475755,0.005428484294,267,65780.21849
referral,Belarus,29447,26826,47814,0.5539590915,1.978604593,185.8589744,0.02585016941,1236,339371.3987
(not set),Ukraine,29345,16389,90021,0.019750947,0.1585741105,179.3060952,0.0006665111474,60,16279.21
(none),Hong Kong,28818,27441,39352,0.635444196,2.390704411,155.9840161,0.004675747103,184,53674.13829
referral,Bulgaria,28389,23032,47226,0.5055477915,2.448058273,231.4822979,0.0398297548,1881,382451.1221
organic,Netherlands,28288,14730,54886,0.2270342164,4.880370222,313.2772474,0.009966111577,547,149841.8674
referral,Cyprus,28201,24529,45146,0.5473574625,2.038718823,200.4280335,0.05045851238,2278,542391.4031
referral,Georgia,27558,24485,46755,0.543834884,2.142038285,149.1139771,0.01368837557,640,161349.429
referral,Kuwait,27382,25614,37301,0.5898233291,1.6548618,138.5358838,0.02394037693,893,394903.754
(none),Estonia,27361,25813,45893,0.4391737302,4.109668141,272.2741812,0.008759505807,402,100522.6032
referral,Slovakia,27156,22183,45081,0.4801135733,2.728355627,220.5279608,0.03141012844,1416,340908.3212
cpc,Hungary,27144,23857,40079,0.3131814666,5.289054118,190.7518401,0.006861448639,275,48107.76621
organic,Greece,27057,13537,59026,0.2206485278,4.995171619,341.2202419,0.01165588046,688,124733.5863
cpc,Ireland,26923,22552,44947,0.3613366854,4.37513071,205.162458,0.01577413398,709,181429.4487
s-cpm,United Kingdom,26886,24992,32228,0.774512846,1.597927268,51.22859005,0.0002172024327,7,953.53
s-cpm,Romania,26566,23416,33940,0.8421921037,1.386918091,41.49304655,2.95E-05,1,390.5
(none),New Zealand,26552,25497,41777,0.4637240587,3.700624746,236.6857601,0.005768724418,241,111464.8936
email,Spain,26550,14915,60799,0.5262751032,2.653612724,194.3658119,0.006414579187,390,81499.69167
organic,Slovakia,26360,12973,55961,0.211272136,4.973517271,321.6188774,0.008434445417,472,111329.3932
cpc,Malaysia,26158,23097,37111,0.521732101,2.658241492,171.2487403,0.01312279378,487,87139.20747
cpc,Chile,25991,21094,41012,0.3655271628,4.208402419,212.336365,0.01509314347,619,174758.0266
referral,Venezuela,25075,22263,36039,0.4483753711,1.952301673,171.7832348,0.009045755987,326,117356.5808
referral,(not set),24842,19677,30956,0.5439333247,3.353211009,172.2986497,0.05291381315,1638,458825.5566
cpc,Denmark,24376,18684,40014,0.3458789424,4.794197031,210.2672815,0.01651921827,661,150449.2853
referral,Costa Rica,23690,21688,32599,0.5450473941,1.958066198,177.5408755,0.03270038958,1066,575175.9969
referral,Nigeria,23273,21730,31995,0.5980934521,1.764525707,146.8195968,0.01050164088,336,155623.203
cpc,Singapore,22909,19940,32480,0.5089285714,2.602986453,186.3308805,0.02949507389,958,256431.3688
referral,Jordan,22813,20047,35716,0.5031078508,2.037798186,182.6394613,0.02234292754,798,295046.8884
cpc,Vietnam,22798,20820,30537,0.5358745129,2.189933523,164.0811147,0.03507220749,1071,185836.1474
organic,India,22529,14302,37319,0.3843350572,4.034968783,307.4786838,0.004823280367,180,52687.10055
cpc,Indonesia,22263,19960,30057,0.5257011678,2.594470506,168.9852613,0.026316665,791,236557.4298
organic,Romania,22171,9768,50577,0.1999723194,4.760899223,340.0483817,0.009965003856,504,112809.1253
referral,Latvia,21956,17478,39464,0.4685282789,2.459203325,237.0505271,0.04748631664,1874,507804.1181
organic,Sweden,21529,9537,43425,0.2537248129,4.782406448,312.2907081,0.01050086356,456,121642.2144
cpc,Morocco,21469,17863,34066,0.4511829977,3.831885164,160.9837962,0.008307403276,283,88334.99501
referral,Oman,21364,20074,27498,0.6197541639,1.641064805,129.7896938,0.01789221034,492,204355.5733
email,Italy,21137,12244,47354,0.5803733581,2.438125607,176.9896313,0.006145204207,291,53295.04028
cpc,Bulgaria,21126,18085,32982,0.3155660663,5.646413195,223.6363774,0.01243102298,410,77189.8322
(not set),France,21099,15908,45404,0.1854902652,0.9295436525,131.6328077,0.00356796758,162,45622.92179
referral,Malta,20981,18185,36258,0.5424182249,2.108693254,215.0212643,0.07118429036,2581,689693.051
paid-social,Poland,20764,20579,25261,0.9342464669,1.108507185,12.36890859,0,0,0
(none),Ecuador,20633,20252,27568,0.5595618108,2.985417876,182.616258,0.005295995357,146,54269.32336
(none),Croatia,20591,19026,29102,0.362861659,4.830046045,216.0374201,0.02848601471,829,179449.3319
(not set),Germany,20229,14374,41220,0.0853226589,0.7124696749,165.7619845,0.002620087336,108,28639.06
tram,France,20015,12441,45582,0.6826159449,1.999627046,156.7784432,0.001777017244,81,17151.47
organic,Japan,19917,11316,37337,0.3262447438,4.088919838,290.3152369,0.01221308621,456,189873.3086
referral,Bolivia,19785,18219,26599,0.5625023497,1.806646866,162.3507275,0.0380089477,1011,468821.7185
referral,Iceland,19783,15484,40044,0.4561732095,2.55379083,256.5973429,0.06235640795,2497,1012005.646
(not set),Spain,19746,15130,36060,0.1227676095,0.5806988353,140.6933722,0.00410427066,148,33828.85321
(none),Cyprus,19676,18097,33601,0.4745096872,3.827118241,247.8575935,0.01071396685,360,91943.09956
organic,Belgium,19285,9269,40538,0.202649366,4.952020327,324.0799743,0.01038531748,421,112556.2621
referral,Tunisia,19163,17190,34270,0.52853808,2.177473008,391.4959732,0.01330609863,456,127992.2703
email,Czechia,18862,9628,55490,0.4139304379,3.330455938,255.2269418,0.008974590016,498,127477.2584
tram,Germany,18231,11222,44330,0.6708323934,2.089194676,173.4922851,0.001263252876,56,10202.17
(none),Pakistan,18016,17624,22855,0.6696127762,3.082126449,143.965828,0.00201268869,46,15675.62489
cpc,Ecuador,17878,15877,24196,0.4615638949,3.284881799,154.5993553,0.0141345677,342,82287.24167
organic,Ireland,17875,9061,39097,0.2278179912,4.660690079,335.1963834,0.01396526588,546,144361.7977
s-cpm,United States,17842,16328,20989,0.7937967507,1.662251656,64.41516985,0.000667016056,14,4924.4
(none),Taiwan,17483,16598,24127,0.5835785634,2.488747047,168.9384921,0.003647366021,88,32013.04952
cpc,Lithuania,17304,13881,29529,0.3338751736,4.871245217,199.5570456,0.0101256392,299,50735.48
(none),Malta,16938,15662,28820,0.4775503123,3.781922276,247.0380638,0.007945870923,229,52479.48
(not set),Czechia,16720,9816,37161,0.06200048438,0.8668227443,214.1539248,0.007131132101,265,70481.883
email,Sweden,16642,10627,36362,0.5638303724,2.364501403,169.2887905,0.004372696771,159,47889.78511
organic,Austria,16624,7596,34205,0.2366905423,4.678321883,322.020231,0.01330214881,455,103377.2879
(none),Kazakhstan,16548,16054,27085,0.564814473,2.722392468,206.2745062,0.02484770168,673,133293.306
referral,Kenya,16544,15203,22106,0.540124853,1.743553786,169.0922826,0.04455803854,985,287886.4062
(none),Costa Rica,16540,15950,23090,0.4012126462,4.013339108,227.4179731,0.006496318753,150,61636.52742
organic,Australia,16299,9315,28638,0.2919547454,3.869439207,276.5648788,0.01040575459,298,136836.3828
email,Ukraine,16280,8203,49401,0.4483107629,2.742312909,224.4847068,0.004149713569,205,34899.66448
s-cpm,Germany,16200,14363,20048,0.8150438947,1.448573424,47.44687749,0.0004489225858,9,1685.23
s-cpm,Spain,16118,14666,19702,0.8102730687,1.478225561,46.21474977,0.0001522688052,3,433.16
tram,Spain,16056,8918,38967,0.6540149357,2.224625966,176.5638874,0.002694587728,105,22455.48
(not set),Italy,15933,12419,29302,0.108490888,0.7846222101,144.9483653,0.004129410962,121,24456.35
referral,Dominican Republic,15901,14346,23366,0.5567491227,2.259736369,188.156809,0.02486518874,581,329038.8161
referral,Moldova,15621,13685,27150,0.5251565378,2.148176796,200.5091344,0.02751381215,747,149288.7659
organic,Colombia,15593,7155,29001,0.2363021965,4.458846247,349.1061688,0.009103134375,264,90290.07345
(none),Egypt,15561,14416,24146,0.49088876,3.440528452,230.1830117,0.006543526878,158,54874.53749
(not set),Canada,15524,11462,25292,0.1564526332,2.130001582,201.5131662,0.007156413095,181,76086.26719
(none),Georgia,15483,14432,27469,0.3586224471,4.85638356,288.4717682,0.005606319851,154,44662.43287
cpc,Egypt,15450,13666,22480,0.4004448399,3.900266904,184.2815836,0.01427935943,321,71549.35563
search-banner,United Kingdom,15308,12840,21825,0.2919129439,1.249438717,27.97305842,0.0001832760596,4,1719.15
cpc,South Africa,15296,13811,20337,0.4800609726,3.485961548,185.8867581,0.03599350937,732,71557.881
referral,Serbia,15072,13090,23231,0.5179286298,2.152942189,187.2975335,0.04110886316,955,275222.0146
referral,Puerto Rico,14981,13738,19928,0.5725612204,1.856834605,165.4035528,0.03527699719,703,237075.6321
organic,Denmark,14781,6832,30656,0.2629501566,4.233168058,297.8423473,0.01441805846,442,107578.8771
(not set),(not set),14753,10467,33892,0.01017939337,0.05676855895,154.0181754,0.0008556591526,29,6945.405929
(not set),Colombia,14538,13200,18990,0.4512901527,1.283728278,133.6499737,0.01116377041,212,37350.50805
(none),Albania,14448,13173,25941,0.4605450831,4.144790101,269.7961143,0.006630430592,172,32656.65895
referral,Guatemala,14430,13114,20312,0.5133910989,2.013637259,185.3180878,0.03549625837,721,300013.8017
cpc,Finland,14424,11386,23819,0.3383013561,4.90520173,215.4894832,0.01242705403,296,81653.47038
referral,Croatia,14334,12080,21717,0.5078049454,2.362527053,212.450891,0.0462771101,1005,324880.2716
referral,Cambodia,14323,12359,23042,0.4977432515,2.04912768,231.5562451,0.05906605329,1361,570628.1974
cpc,New Zealand,14296,12682,19415,0.4894154005,3.058253927,169.0401751,0.02946175637,572,140305.6149
s-cpm,Czechia,13935,11339,20090,0.7343952215,1.887008462,106.6798407,0.0007466401195,15,3767.47
(none),Belarus,13863,13001,22790,0.5024572181,3.327994735,242.3919263,0.01035541904,236,64253.17498
referral,Lebanon,13738,12367,19441,0.5432848105,1.826037755,159.959107,0.02937091713,571,200173.0156
(not set),Brazil,13613,11791,19824,0.1051251009,0.5731941082,133.0368745,0.003985068604,79,26449.67809
